Title,Artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Cupid,Fifty Fifty,0.783,0.592,11,-8.332,0,0.0331,0.435,4.15e-06,0.347,0.726,120.018,audio_features,7FbrGaHYVDmfr7KoLIZnQ7,spotify:track:7FbrGaHYVDmfr7KoLIZnQ7,https://api.spotify.com/v1/tracks/7FbrGaHYVDmfr7KoLIZnQ7,https://api.spotify.com/v1/audio-analysis/7FbrGaHYVDmfr7KoLIZnQ7,174253,4
Wild As Her,Corey Kent,0.504,0.736,0,-6.079,1,0.0352,0.00216,0.0,0.129,0.46,148.014,audio_features,4RG7P0CXQ4pe0OeCAHjX5L,spotify:track:4RG7P0CXQ4pe0OeCAHjX5L,https://api.spotify.com/v1/tracks/4RG7P0CXQ4pe0OeCAHjX5L,https://api.spotify.com/v1/audio-analysis/4RG7P0CXQ4pe0OeCAHjX5L,199733,4
Bebe Dame,Fuerza Regida X Grupo Frontera,0.537,0.602,7,-4.631,1,0.0458,0.296,0.0,0.0715,0.753,157.437,audio_features,0mzsLrUNazBaRfYZfjmpSV,spotify:track:0mzsLrUNazBaRfYZfjmpSV,https://api.spotify.com/v1/tracks/0mzsLrUNazBaRfYZfjmpSV,https://api.spotify.com/v1/audio-analysis/0mzsLrUNazBaRfYZfjmpSV,271862,4
Bloody Mary,Lady Gaga,0.591,0.637,9,-6.365,0,0.03,0.0107,1.95e-06,0.113,0.432,99.998,audio_features,11BKm0j4eYoCPPpCONAVwA,spotify:track:11BKm0j4eYoCPPpCONAVwA,https://api.spotify.com/v1/tracks/11BKm0j4eYoCPPpCONAVwA,https://api.spotify.com/v1/audio-analysis/11BKm0j4eYoCPPpCONAVwA,244760,4
Tennessee Orange,Megan Moroney,0.38,0.488,9,-6.637,1,0.029,0.126,7.23e-06,0.115,0.268,156.031,audio_features,3fl4zil6HJ0N1FL3YIRwdC,spotify:track:3fl4zil6HJ0N1FL3YIRwdC,https://api.spotify.com/v1/tracks/3fl4zil6HJ0N1FL3YIRwdC,https://api.spotify.com/v1/audio-analysis/3fl4zil6HJ0N1FL3YIRwdC,223120,3
Fight The Feeling,Rod Wave,0.634,0.538,0,-9.213,1,0.0603,0.0514,0.0,0.099,0.152,168.029,audio_features,7l6nGz4gp6HGs5Cvmdeqe4,spotify:track:7l6nGz4gp6HGs5Cvmdeqe4,https://api.spotify.com/v1/tracks/7l6nGz4gp6HGs5Cvmdeqe4,https://api.spotify.com/v1/audio-analysis/7l6nGz4gp6HGs5Cvmdeqe4,160714,5
Peaches,Jack Black,0.365,0.767,9,-6.185,0,0.0681,0.181,0.000856,0.0942,0.422,94.174,audio_features,6crBy2sODw2HS53xquM6us,spotify:track:6crBy2sODw2HS53xquM6us,https://api.spotify.com/v1/tracks/6crBy2sODw2HS53xquM6us,https://api.spotify.com/v1/audio-analysis/6crBy2sODw2HS53xquM6us,248053,4
Low Down,Lil Baby,0.962,0.619,10,-5.562,0,0.405,0.0354,0.0,0.083,0.154,127.958,audio_features,5m0yZ33oOy0yYBtdTXuxQe,spotify:track:5m0yZ33oOy0yYBtdTXuxQe,https://api.spotify.com/v1/tracks/5m0yZ33oOy0yYBtdTXuxQe,https://api.spotify.com/v1/audio-analysis/5m0yZ33oOy0yYBtdTXuxQe,144652,4
Beso,Rosalia & Rauw Alejandro,0.653,0.505,5,-18.389,1,0.0577,0.000278,0.906,0.061,0.825,89.99,audio_features,2eqO3fdNGReijoK8RJXUdL,spotify:track:2eqO3fdNGReijoK8RJXUdL,https://api.spotify.com/v1/tracks/2eqO3fdNGReijoK8RJXUdL,https://api.spotify.com/v1/audio-analysis/2eqO3fdNGReijoK8RJXUdL,122667,4
El Azul,Junior H x Peso Pluma,0.558,0.648,9,-7.081,0,0.055,0.226,7.76e-06,0.0986,0.844,143.876,audio_features,1haJsMtoBhHfvuM7XWuT3W,spotify:track:1haJsMtoBhHfvuM7XWuT3W,https://api.spotify.com/v1/tracks/1haJsMtoBhHfvuM7XWuT3W,https://api.spotify.com/v1/audio-analysis/1haJsMtoBhHfvuM7XWuT3W,187226,3
Red Ruby Da Sleeze,Nicki Minaj,0.696,0.733,1,-6.181,1,0.256,0.115,0.0,0.111,0.292,98.355,audio_features,4ZYAU4A2YBtlNdqOUtc7T2,spotify:track:4ZYAU4A2YBtlNdqOUtc7T2,https://api.spotify.com/v1/tracks/4ZYAU4A2YBtlNdqOUtc7T2,https://api.spotify.com/v1/audio-analysis/4ZYAU4A2YBtlNdqOUtc7T2,214445,4
Ain't That Some,Morgan Wallen,0.641,0.803,6,-5.781,0,0.0286,0.00232,3.86e-06,0.361,0.671,121.086,audio_features,2YVlDlk2zRceefo6XlC6DX,spotify:track:2YVlDlk2zRceefo6XlC6DX,https://api.spotify.com/v1/tracks/2YVlDlk2zRceefo6XlC6DX,https://api.spotify.com/v1/audio-analysis/2YVlDlk2zRceefo6XlC6DX,158004,4
Never Felt So Alone,Labrinth,0.436,0.409,5,-4.438,1,0.0533,0.499,0.000166,0.38,0.363,98.357,audio_features,2NbsBSshscKIPRG3kwBbfo,spotify:track:2NbsBSshscKIPRG3kwBbfo,https://api.spotify.com/v1/tracks/2NbsBSshscKIPRG3kwBbfo,https://api.spotify.com/v1/audio-analysis/2NbsBSshscKIPRG3kwBbfo,160166,3
Nonsense,Sabrina Carpenter,0.74,0.697,8,-4.912,1,0.034,0.0268,0.0,0.224,0.732,138.992,audio_features,6dgUya35uo964z7GZXM07g,spotify:track:6dgUya35uo964z7GZXM07g,https://api.spotify.com/v1/tracks/6dgUya35uo964z7GZXM07g,https://api.spotify.com/v1/audio-analysis/6dgUya35uo964z7GZXM07g,163648,4
Everything I Love,Morgan Wallen,0.568,0.841,8,-3.802,1,0.0261,0.00514,0.000503,0.147,0.668,103.983,audio_features,03fs6oV5JAlbytRYf3371S,spotify:track:03fs6oV5JAlbytRYf3371S,https://api.spotify.com/v1/tracks/03fs6oV5JAlbytRYf3371S,https://api.spotify.com/v1/audio-analysis/03fs6oV5JAlbytRYf3371S,187047,4
See You Again,"Tyler, The Creator Featuring Kali Uchis",0.702,0.659,4,-6.766,0,0.13,0.301,0.00201,0.218,0.843,79.64,audio_features,1otG6j1WHNvl9WgXLWkHTo,spotify:track:1otG6j1WHNvl9WgXLWkHTo,https://api.spotify.com/v1/tracks/1otG6j1WHNvl9WgXLWkHTo,https://api.spotify.com/v1/audio-analysis/1otG6j1WHNvl9WgXLWkHTo,207455,4
I Wrote The Book,Morgan Wallen,0.692,0.808,2,-3.757,1,0.0396,0.0834,3.75e-05,0.0913,0.802,143.977,audio_features,7phmBo7bB9I9YifAXqnlqV,spotify:track:7phmBo7bB9I9YifAXqnlqV,https://api.spotify.com/v1/tracks/7phmBo7bB9I9YifAXqnlqV,https://api.spotify.com/v1/audio-analysis/7phmBo7bB9I9YifAXqnlqV,181767,4
Cowgirls,Morgan Wallen Featuring ERNEST,0.624,0.766,8,-3.805,1,0.0359,0.199,8.62e-06,0.156,0.37,172.08,audio_features,7fveJ3pk1eSfxBdVkzdXZ0,spotify:track:7fveJ3pk1eSfxBdVkzdXZ0,https://api.spotify.com/v1/tracks/7fveJ3pk1eSfxBdVkzdXZ0,https://api.spotify.com/v1/audio-analysis/7fveJ3pk1eSfxBdVkzdXZ0,181621,4
Man Made A Bar,Morgan Wallen Featuring Eric Church,0.495,0.786,4,-4.961,1,0.0315,0.119,7.55e-05,0.121,0.487,148.026,audio_features,2VbOMKmfMtQHPeQObsVlOj,spotify:track:2VbOMKmfMtQHPeQObsVlOj,https://api.spotify.com/v1/tracks/2VbOMKmfMtQHPeQObsVlOj,https://api.spotify.com/v1/audio-analysis/2VbOMKmfMtQHPeQObsVlOj,191231,4
Ch y La Pizza,Fuerza Regida X Natanael Cano,0.661,0.6,8,-4.495,1,0.125,0.401,0.0,0.141,0.848,148.666,audio_features,1ySH55O0zbQBR77q8wQEyn,spotify:track:1ySH55O0zbQBR77q8wQEyn,https://api.spotify.com/v1/tracks/1ySH55O0zbQBR77q8wQEyn,https://api.spotify.com/v1/audio-analysis/1ySH55O0zbQBR77q8wQEyn,136913,3
Need A Favor,Jelly Roll,0.504,0.771,6,-4.231,1,0.0319,0.0123,1.89e-05,0.078,0.555,157.985,audio_features,5jUOG0aeAofL5u3UWyrtDO,spotify:track:5jUOG0aeAofL5u3UWyrtDO,https://api.spotify.com/v1/tracks/5jUOG0aeAofL5u3UWyrtDO,https://api.spotify.com/v1/audio-analysis/5jUOG0aeAofL5u3UWyrtDO,197400,4
Yandel 150,Yandel & Feid,0.783,0.729,6,-3.549,0,0.0691,0.0492,0.000272,0.1,0.58,167.968,audio_features,2oiixB9QMIzhWaHGVlQx4g,spotify:track:2oiixB9QMIzhWaHGVlQx4g,https://api.spotify.com/v1/tracks/2oiixB9QMIzhWaHGVlQx4g,https://api.spotify.com/v1/audio-analysis/2oiixB9QMIzhWaHGVlQx4g,216148,4
In Ha Mood,Ice Spice,0.768,0.74,0,-6.595,1,0.336,0.696,6.81e-06,0.23,0.532,141.059,audio_features,0yUaLqhsVsguBpoOPL4cO7,spotify:track:0yUaLqhsVsguBpoOPL4cO7,https://api.spotify.com/v1/tracks/0yUaLqhsVsguBpoOPL4cO7,https://api.spotify.com/v1/audio-analysis/0yUaLqhsVsguBpoOPL4cO7,129362,4
Trance,"Metro Boomin, Travis Scott & Young Thug",0.571,0.549,1,-7.38,0,0.404,0.18,0.0,0.168,0.447,119.497,audio_features,5wG3HvLhF6Y5KTGlK0IW3J,spotify:track:5wG3HvLhF6Y5KTGlK0IW3J,https://api.spotify.com/v1/tracks/5wG3HvLhF6Y5KTGlK0IW3J,https://api.spotify.com/v1/audio-analysis/5wG3HvLhF6Y5KTGlK0IW3J,194787,4
ICU,Coco Jones,0.584,0.453,8,-6.682,1,0.0661,0.753,0.0,0.111,0.328,124.913,audio_features,58cMDjQSUdWJUgFmHxRhjt,spotify:track:58cMDjQSUdWJUgFmHxRhjt,https://api.spotify.com/v1/tracks/58cMDjQSUdWJUgFmHxRhjt,https://api.spotify.com/v1/audio-analysis/58cMDjQSUdWJUgFmHxRhjt,241624,3
El Gordo Trae El Mando,Chino Pacas,0.736,0.8,7,-5.38,0,0.0525,0.179,0.0,0.0498,0.961,140.253,audio_features,3kf0WdFOalKWBkCCLJo4mA,spotify:track:3kf0WdFOalKWBkCCLJo4mA,https://api.spotify.com/v1/tracks/3kf0WdFOalKWBkCCLJo4mA,https://api.spotify.com/v1/audio-analysis/3kf0WdFOalKWBkCCLJo4mA,112087,3
All Of The Girls You Loved Before,Taylor Swift,0.718,0.467,2,-9.66,1,0.0398,0.707,6.92e-05,0.126,0.396,95.96,audio_features,4P9Q0GojKVXpRTJCaL3kyy,spotify:track:4P9Q0GojKVXpRTJCaL3kyy,https://api.spotify.com/v1/tracks/4P9Q0GojKVXpRTJCaL3kyy,https://api.spotify.com/v1/audio-analysis/4P9Q0GojKVXpRTJCaL3kyy,221407,3
Gold,Dierks Bentley,0.674,0.873,1,-4.256,1,0.0285,0.0482,0.0,0.18,0.946,115.01,audio_features,4iy69rTUn8cAY8Q8q9vfOw,spotify:track:4iy69rTUn8cAY8Q8q9vfOw,https://api.spotify.com/v1/tracks/4iy69rTUn8cAY8Q8q9vfOw,https://api.spotify.com/v1/audio-analysis/4iy69rTUn8cAY8Q8q9vfOw,167760,4
Dogtooth,"Tyler, The Creator",0.706,0.648,8,-6.348,1,0.324,0.505,0.0,0.215,0.802,77.533,audio_features,6OfOzTitafSnsaunQLuNFw,spotify:track:6OfOzTitafSnsaunQLuNFw,https://api.spotify.com/v1/tracks/6OfOzTitafSnsaunQLuNFw,https://api.spotify.com/v1/audio-analysis/6OfOzTitafSnsaunQLuNFw,161041,4
Painting Pictures,Superstar Pride,0.956,0.515,11,-9.962,0,0.337,0.305,0.0,0.156,0.69,119.937,audio_features,7oLKoGzQVwjZ91AzCn560T,spotify:track:7oLKoGzQVwjZ91AzCn560T,https://api.spotify.com/v1/tracks/7oLKoGzQVwjZ91AzCn560T,https://api.spotify.com/v1/audio-analysis/7oLKoGzQVwjZ91AzCn560T,122070,4
Ceilings,Lizzy McAlpine,0.516,0.322,9,-11.762,1,0.0292,0.473,0.00194,0.215,0.261,148.005,audio_features,2L9N0zZnd37dwF0clgxMGI,spotify:track:2L9N0zZnd37dwF0clgxMGI,https://api.spotify.com/v1/tracks/2L9N0zZnd37dwF0clgxMGI,https://api.spotify.com/v1/audio-analysis/2L9N0zZnd37dwF0clgxMGI,182888,3
Human,Cody Johnson,0.4,0.647,2,-7.279,1,0.0337,0.176,5.79e-05,0.11,0.274,84.08,audio_features,5AihIu9yF3flkw1jFMyfwW,spotify:track:5AihIu9yF3flkw1jFMyfwW,https://api.spotify.com/v1/tracks/5AihIu9yF3flkw1jFMyfwW,https://api.spotify.com/v1/audio-analysis/5AihIu9yF3flkw1jFMyfwW,221520,4
Que Vuelvas,Carin Leon X Grupo Frontera,0.491,0.643,10,-4.309,1,0.0442,0.187,0.0,0.109,0.779,162.469,audio_features,6Um358vY92UBv5DloTRX9L,spotify:track:6Um358vY92UBv5DloTRX9L,https://api.spotify.com/v1/tracks/6Um358vY92UBv5DloTRX9L,https://api.spotify.com/v1/audio-analysis/6Um358vY92UBv5DloTRX9L,169419,4
Strike (Holster),Lil Yachty,0.851,0.642,1,-5.281,1,0.216,0.0658,0.0,0.0713,0.701,143.091,audio_features,7iTTWHbr4tAlsRJN4m4bay,spotify:track:7iTTWHbr4tAlsRJN4m4bay,https://api.spotify.com/v1/tracks/7iTTWHbr4tAlsRJN4m4bay,https://api.spotify.com/v1/audio-analysis/7iTTWHbr4tAlsRJN4m4bay,148115,4
Sunrise,Morgan Wallen,0.697,0.692,7,-9.482,0,0.0409,0.597,0.743,0.107,0.501,117.991,audio_features,2qsUw1xPsAZIZMIKQlVP7y,spotify:track:2qsUw1xPsAZIZMIKQlVP7y,https://api.spotify.com/v1/tracks/2qsUw1xPsAZIZMIKQlVP7y,https://api.spotify.com/v1/audio-analysis/2qsUw1xPsAZIZMIKQlVP7y,229851,4
Like Crazy,Jimin,0.623,0.755,7,-5.386,1,0.0415,0.00306,0.0,0.387,0.32,119.957,audio_features,0u8rZGtXJrLtiSe34FPjGG,spotify:track:0u8rZGtXJrLtiSe34FPjGG,https://api.spotify.com/v1/tracks/0u8rZGtXJrLtiSe34FPjGG,https://api.spotify.com/v1/audio-analysis/0u8rZGtXJrLtiSe34FPjGG,212254,4
Dawns,Zach Bryan Featuring Maggie Rogers,0.447,0.441,0,-7.658,1,0.0456,0.874,4.36e-05,0.188,0.286,122.811,audio_features,42TtHTxWk782ZBiqyOi2d1,spotify:track:42TtHTxWk782ZBiqyOi2d1,https://api.spotify.com/v1/tracks/42TtHTxWk782ZBiqyOi2d1,https://api.spotify.com/v1/audio-analysis/42TtHTxWk782ZBiqyOi2d1,290892,4
Happy,NF,0.732,0.855,7,-4.064,1,0.0415,0.306,0.0,0.12,0.221,106.004,audio_features,3ZEno9fORwMA1HPecdLi0R,spotify:track:3ZEno9fORwMA1HPecdLi0R,https://api.spotify.com/v1/tracks/3ZEno9fORwMA1HPecdLi0R,https://api.spotify.com/v1/audio-analysis/3ZEno9fORwMA1HPecdLi0R,242691,4
Chanel,Becky G & Peso Pluma,0.852,0.675,2,-5.738,1,0.0363,0.397,0.00317,0.0905,0.528,132.005,audio_features,5RcxRGvmYai7kpFSfxe5GY,spotify:track:5RcxRGvmYai7kpFSfxe5GY,https://api.spotify.com/v1/tracks/5RcxRGvmYai7kpFSfxe5GY,https://api.spotify.com/v1/audio-analysis/5RcxRGvmYai7kpFSfxe5GY,201993,3
Forever,Lil Baby Featuring Fridayy,0.462,0.251,4,-12.072,0,0.159,0.414,0.0,0.201,0.137,89.705,audio_features,1T4k0sw0HldDg004Kw4Oct,spotify:track:1T4k0sw0HldDg004Kw4Oct,https://api.spotify.com/v1/tracks/1T4k0sw0HldDg004Kw4Oct,https://api.spotify.com/v1/audio-analysis/1T4k0sw0HldDg004Kw4Oct,167977,3
Igualito A Mi Apa,Fuerza Regida & Peso Pluma,0.758,0.812,4,-3.272,0,0.0854,0.188,0.0,0.0564,0.795,144.908,audio_features,17js0w8GTkTUFGFM6PYvBd,spotify:track:17js0w8GTkTUFGFM6PYvBd,https://api.spotify.com/v1/tracks/17js0w8GTkTUFGFM6PYvBd,https://api.spotify.com/v1/audio-analysis/17js0w8GTkTUFGFM6PYvBd,166821,4
Special,Lizzo Featuring SZA,0.464,0.724,7,-5.019,1,0.0705,0.0188,0.0,0.679,0.303,82.526,audio_features,0rc1HCVoReqzzXF9jssqZk,spotify:track:0rc1HCVoReqzzXF9jssqZk,https://api.spotify.com/v1/tracks/0rc1HCVoReqzzXF9jssqZk,https://api.spotify.com/v1/audio-analysis/0rc1HCVoReqzzXF9jssqZk,174749,4
5 Leaf Clover,Luke Combs,0.423,0.58,1,-4.959,1,0.0243,0.0554,2.92e-06,0.168,0.336,82.755,audio_features,52ChYmfu792MW2Ezv0whpk,spotify:track:52ChYmfu792MW2Ezv0whpk,https://api.spotify.com/v1/tracks/52ChYmfu792MW2Ezv0whpk,https://api.spotify.com/v1/audio-analysis/52ChYmfu792MW2Ezv0whpk,211053,3
"Bzrp Music Sessions, Vol. 53",Bizarrap & Shakira,0.778,0.632,2,-5.6,0,0.0493,0.274,0.0,0.0915,0.498,122.104,audio_features,4nrPB8O7Y7wsOCJdgXkthe,spotify:track:4nrPB8O7Y7wsOCJdgXkthe,https://api.spotify.com/v1/tracks/4nrPB8O7Y7wsOCJdgXkthe,https://api.spotify.com/v1/audio-analysis/4nrPB8O7Y7wsOCJdgXkthe,218289,4
Heaven,Niall Horan,0.666,0.463,5,-5.574,1,0.0285,0.575,0.0,0.122,0.465,88.481,audio_features,0DXmK0QaBycr8MpM52Kaeo,spotify:track:0DXmK0QaBycr8MpM52Kaeo,https://api.spotify.com/v1/tracks/0DXmK0QaBycr8MpM52Kaeo,https://api.spotify.com/v1/audio-analysis/0DXmK0QaBycr8MpM52Kaeo,183644,4
Don't Play With It,Lola Brooke X Latto X Yung Miami Or Featuring Billy B,0.776,0.688,1,-5.75,1,0.127,0.00645,0.0,0.0757,0.43,99.122,audio_features,7rl489EKnUgITmkBd6P9zi,spotify:track:7rl489EKnUgITmkBd6P9zi,https://api.spotify.com/v1/tracks/7rl489EKnUgITmkBd6P9zi,https://api.spotify.com/v1/audio-analysis/7rl489EKnUgITmkBd6P9zi,179533,4
Memory Lane,Old Dominion,0.645,0.8,6,-4.272,1,0.0363,0.0189,1.12e-05,0.0858,0.375,118.977,audio_features,5kB6WithhB8Iv08EMNmAbt,spotify:track:5kB6WithhB8Iv08EMNmAbt,https://api.spotify.com/v1/tracks/5kB6WithhB8Iv08EMNmAbt,https://api.spotify.com/v1/audio-analysis/5kB6WithhB8Iv08EMNmAbt,172480,4
Love Again,The Kid LAROI,0.662,0.398,11,-6.691,0,0.0275,0.716,0.0,0.111,0.468,107.001,audio_features,4sx6NRwL6Ol3V6m9exwGlQ,spotify:track:4sx6NRwL6Ol3V6m9exwGlQ,https://api.spotify.com/v1/tracks/4sx6NRwL6Ol3V6m9exwGlQ,https://api.spotify.com/v1/audio-analysis/4sx6NRwL6Ol3V6m9exwGlQ,145850,4
'98 Braves,Morgan Wallen,0.896,0.539,6,-6.75,1,0.326,0.353,0.0,0.073,0.699,94.89,audio_features,62JPBAF2HM8bDAf1ZVswpS,spotify:track:62JPBAF2HM8bDAf1ZVswpS,https://api.spotify.com/v1/tracks/62JPBAF2HM8bDAf1ZVswpS,https://api.spotify.com/v1/audio-analysis/62JPBAF2HM8bDAf1ZVswpS,141474,4
Di Que Si,Grupo Marca Registrada X Grupo Frontera,0.57,0.589,9,-5.378,1,0.0488,0.0753,0.0,0.0582,0.796,182.318,audio_features,0kzN7YAMSbmlHOvxlbQW9y,spotify:track:0kzN7YAMSbmlHOvxlbQW9y,https://api.spotify.com/v1/tracks/0kzN7YAMSbmlHOvxlbQW9y,https://api.spotify.com/v1/audio-analysis/0kzN7YAMSbmlHOvxlbQW9y,190554,4
It Matters To Her,Scotty McCreery,0.516,0.752,7,-5.09,1,0.0333,0.00528,3.78e-05,0.251,0.482,105.007,audio_features,4aSRUXfKuBbmje0eXNukuL,spotify:track:4aSRUXfKuBbmje0eXNukuL,https://api.spotify.com/v1/tracks/4aSRUXfKuBbmje0eXNukuL,https://api.spotify.com/v1/audio-analysis/4aSRUXfKuBbmje0eXNukuL,171880,4
